questionId,title,titleSlug,difficulty,acRate,isPaidOnly,topicTags,categoryTitle
3359,Linked List Frequency,linked-list-frequency,Easy,85.39,True,"Hash Table,Linked List,Counting",Algorithms
3370,Guess the Number Using Bitwise Questions I,guess-the-number-using-bitwise-questions-i,Medium,88.93,True,"Bit Manipulation,Interactive",Algorithms
3331,Minimum Operations to Exceed Threshold Value I,minimum-operations-to-exceed-threshold-value-i,Easy,86.6,False,Array,Algorithms
3332,Minimum Operations to Exceed Threshold Value II,minimum-operations-to-exceed-threshold-value-ii,Medium,45.81,False,"Array,Heap (Priority Queue),Simulation",Algorithms
3326,Count Pairs of Connectable Servers in a Weighted Tree Network,count-pairs-of-connectable-servers-in-a-weighted-tree-network,Medium,55.53,False,"Array,Tree,Depth-First Search",Algorithms
3307,Find the Maximum Sum of Node Values,find-the-maximum-sum-of-node-values,Hard,69.51,False,"Array,Dynamic Programming,Greedy,Bit Manipulation,Tree,Sorting",Algorithms
3347,Distribute Elements Into Two Arrays I,distribute-elements-into-two-arrays-i,Easy,73.8,False,"Array,Simulation",Algorithms
3338,Count Submatrices with Top-Left Element and Sum Less Than k,count-submatrices-with-top-left-element-and-sum-less-than-k,Medium,58.25,False,"Array,Matrix,Prefix Sum",Algorithms
3335,Minimum Operations to Write the Letter Y on a Grid,minimum-operations-to-write-the-letter-y-on-a-grid,Medium,64.29,False,"Array,Hash Table,Matrix,Counting",Algorithms
3350,Distribute Elements Into Two Arrays II,distribute-elements-into-two-arrays-ii,Hard,30.29,False,"Array,Binary Indexed Tree,Segment Tree,Simulation",Algorithms
3378,Maximum Increasing Triplet Value,maximum-increasing-triplet-value,Medium,35.68,True,"Array,Ordered Set",Algorithms
3334,Apple Redistribution into Boxes,apple-redistribution-into-boxes,Easy,78.44,False,"Array,Greedy,Sorting",Algorithms
3351,Maximize Happiness of Selected Children,maximize-happiness-of-selected-children,Medium,58.69,False,"Array,Greedy,Sorting",Algorithms
3356,Shortest Uncommon Substring in an Array,shortest-uncommon-substring-in-an-array,Medium,49.96,False,"Array,Hash Table,String,Trie",Algorithms
3313,Maximum Strength of K Disjoint Subarrays,maximum-strength-of-k-disjoint-subarrays,Hard,27.47,False,"Array,Dynamic Programming,Prefix Sum",Algorithms
3385,Match Alphanumerical Pattern in Matrix I,match-alphanumerical-pattern-in-matrix-i,Medium,64.26,True,"Array,Hash Table,String,Matrix",Algorithms
3367,Find the Sum of Encrypted Integers,find-the-sum-of-encrypted-integers,Easy,74.72,False,"Array,Math",Algorithms
3306,Mark Elements on Array by Performing Queries,mark-elements-on-array-by-performing-queries,Medium,49.05,False,"Array,Hash Table,Sorting,Heap (Priority Queue),Simulation",Algorithms
3354,Replace Question Marks in String to Minimize Its Value,replace-question-marks-in-string-to-minimize-its-value,Medium,28.95,False,"Hash Table,String,Greedy,Sorting,Heap (Priority Queue),Counting",Algorithms
3345,Find the Sum of the Power of All Subsequences,find-the-sum-of-the-power-of-all-subsequences,Hard,38.01,False,"Array,Dynamic Programming",Algorithms
3353,Existence of a Substring in a String and Its Reverse,existence-of-a-substring-in-a-string-and-its-reverse,Easy,66.41,False,"Hash Table,String",Algorithms
3337,Count Substrings Starting and Ending with Given Character,count-substrings-starting-and-ending-with-given-character,Medium,49.84,False,"Math,String,Counting",Algorithms
3360,Minimum Deletions to Make String K-Special,minimum-deletions-to-make-string-k-special,Medium,67.18,False,"Hash Table,String,Greedy,Sorting,Counting",Algorithms
3327,Minimum Moves to Pick K Ones,minimum-moves-to-pick-k-ones,Hard,21.48,False,"Array,Greedy,Sliding Window,Prefix Sum",Algorithms
3392,Find Trending Hashtags,find-trending-hashtags,Medium,60.94,True,Database,Database
3393,Make String Anti-palindrome,make-string-anti-palindrome,Hard,46.09,True,"String,Greedy,Sorting,Counting Sort",Algorithms
3400,Find Bursty Behavior,find-bursty-behavior,Medium,37.57,True,Database,Database
3349,Maximum Length Substring With Two Occurrences,maximum-length-substring-with-two-occurrences,Easy,65.11,False,"Hash Table,String,Sliding Window",Algorithms
3328,Apply Operations to Make Sum of Array Greater Than or Equal to k,apply-operations-to-make-sum-of-array-greater-than-or-equal-to-k,Medium,44.2,False,"Math,Greedy,Enumeration",Algorithms
3363,Most Frequent IDs,most-frequent-ids,Medium,42.46,False,"Array,Hash Table,Heap (Priority Queue),Ordered Set",Algorithms
3376,Longest Common Suffix Queries,longest-common-suffix-queries,Hard,35.83,False,"Array,String,Trie",Algorithms
3401,Guess the Number Using Bitwise Questions II,guess-the-number-using-bitwise-questions-ii,Medium,82.78,True,"Bit Manipulation,Interactive",Algorithms
3381,Shortest Subarray With OR at Least K I,shortest-subarray-with-or-at-least-k-i,Easy,44.08,False,"Array,Bit Manipulation,Sliding Window",Algorithms
3355,Minimum Levels to Gain More Points,minimum-levels-to-gain-more-points,Medium,40.1,False,"Array,Prefix Sum",Algorithms
3380,Shortest Subarray With OR at Least K II,shortest-subarray-with-or-at-least-k-ii,Medium,50.23,False,"Array,Bit Manipulation,Sliding Window",Algorithms
3316,Find the Sum of Subsequence Powers,find-the-sum-of-subsequence-powers,Hard,25.01,False,"Array,Dynamic Programming,Sorting",Algorithms
3371,Harshad Number,harshad-number,Easy,83.48,False,Math,Algorithms
3336,Water Bottles II,water-bottles-ii,Medium,78.13,False,"Math,Simulation",Algorithms
3374,Count Alternating Subarrays,count-alternating-subarrays,Medium,57.27,False,"Array,Math",Algorithms
3344,Minimize Manhattan Distances,minimize-manhattan-distances,Hard,32.75,False,"Array,Math,Geometry,Sorting,Ordered Set",Algorithms
3409,Find Trending Hashtags II ,find-trending-hashtags-ii,Hard,65.88,True,Database,Database
3410,Find Longest Self-Contained Substring,find-longest-self-contained-substring,Hard,58.81,True,"Hash Table,String,Sorting",Algorithms
3372,Longest Strictly Increasing or Strictly Decreasing Subarray,longest-strictly-increasing-or-strictly-decreasing-subarray,Easy,64.93,False,Array,Algorithms
3346,Lexicographically Smallest String After Operations With Constraint,lexicographically-smallest-string-after-operations-with-constraint,Medium,62.92,False,"String,Greedy",Algorithms
3387,Minimum Operations to Make Median of Array Equal to K,minimum-operations-to-make-median-of-array-equal-to-k,Medium,47.68,False,"Array,Greedy,Sorting",Algorithms
3348,Minimum Cost Walk in Weighted Graph,minimum-cost-walk-in-weighted-graph,Hard,68.26,False,"Array,Bit Manipulation,Union-Find,Graph Theory",Algorithms
3417,Find the Index of Permutation,find-the-index-of-permutation,Medium,36.0,True,"Array,Binary Search,Divide and Conquer,Binary Indexed Tree,Segment Tree,Merge Sort,Ordered Set",Algorithms
3379,Score of a String,score-of-a-string,Easy,91.37,False,String,Algorithms
3390,Minimum Rectangles to Cover Points,minimum-rectangles-to-cover-points,Medium,63.56,False,"Array,Greedy,Sorting",Algorithms
3389,Minimum Time to Visit Disappearing Nodes,minimum-time-to-visit-disappearing-nodes,Medium,37.39,False,"Array,Graph Theory,Heap (Priority Queue),Shortest Path",Algorithms
3382,Find the Number of Subarrays Where Boundary Elements Are Maximum,find-the-number-of-subarrays-where-boundary-elements-are-maximum,Hard,32.77,False,"Array,Binary Search,Stack,Monotonic Stack",Algorithms
3361,Latest Time You Can Obtain After Replacing Characters,latest-time-you-can-obtain-after-replacing-characters,Easy,35.1,False,"String,Enumeration",Algorithms
3373,Maximum Prime Difference,maximum-prime-difference,Medium,58.53,False,"Array,Math,Number Theory",Algorithms
3375,Kth Smallest Amount With Single Denomination Combination,kth-smallest-amount-with-single-denomination-combination,Hard,19.9,False,"Array,Math,Binary Search,Bit Manipulation,Combinatorics,Number Theory",Algorithms
3364,Minimum Sum of Values by Dividing Array,minimum-sum-of-values-by-dividing-array,Hard,27.81,False,"Array,Binary Search,Dynamic Programming,Bit Manipulation,Segment Tree,Queue",Algorithms
3424,Friday Purchase III ,friday-purchase-iii,Medium,55.13,True,Database,Database
3425,Maximum Number of Potholes That Can Be Fixed,maximum-number-of-potholes-that-can-be-fixed,Medium,53.22,True,"String,Greedy,Sorting",Algorithms
3408,Count the Number of Special Characters I,count-the-number-of-special-characters-i,Easy,66.68,False,"Hash Table,String",Algorithms
3405,Count the Number of Special Characters II,count-the-number-of-special-characters-ii,Medium,43.23,False,"Hash Table,String",Algorithms
3404,Minimum Number of Operations to Satisfy Conditions,minimum-number-of-operations-to-satisfy-conditions,Medium,41.65,False,"Array,Dynamic Programming,Matrix",Algorithms
3386,Find Edges in Shortest Paths,find-edges-in-shortest-paths,Hard,46.38,False,"Depth-First Search,Breadth-First Search,Graph Theory,Heap (Priority Queue),Shortest Path",Algorithms
3432,Find Longest Calls,find-longest-calls,Medium,62.86,True,Database,Database
3433,Maximum Number That Makes Result of Bitwise AND Zero,maximum-number-that-makes-result-of-bitwise-and-zero,Medium,70.33,True,"String,Greedy,Sorting",Algorithms
3440,Server Utilization Time,server-utilization-time,Medium,60.35,True,Database,Database
3398,Make a Square with the Same Color,make-a-square-with-the-same-color,Easy,52.84,False,"Array,Matrix,Enumeration",Algorithms
3388,Right Triangles,right-triangles,Medium,48.31,False,"Array,Hash Table,Math,Combinatorics,Counting",Algorithms
3406,Find All Possible Stable Binary Arrays I,find-all-possible-stable-binary-arrays-i,Medium,27.04,False,"Dynamic Programming,Prefix Sum",Algorithms
3407,Find All Possible Stable Binary Arrays II,find-all-possible-stable-binary-arrays-ii,Hard,27.27,False,"Dynamic Programming,Prefix Sum",Algorithms
3397,Find the Integer Added to Array I,find-the-integer-added-to-array-i,Easy,82.83,False,Array,Algorithms
3399,Find the Integer Added to Array II,find-the-integer-added-to-array-ii,Medium,32.81,False,"Array,Two Pointers,Sorting,Enumeration",Algorithms
3394,Minimum Array End,minimum-array-end,Medium,55.45,False,Bit Manipulation,Algorithms
3362,Find the Median of the Uniqueness Array,find-the-median-of-the-uniqueness-array,Hard,29.85,False,"Array,Hash Table,Binary Search,Sliding Window",Algorithms
3441,Equalize Strings by Adding or Removing Characters at Ends,equalize-strings-by-adding-or-removing-characters-at-ends,Medium,56.63,True,"String,Binary Search,Dynamic Programming,Sliding Window,Hash Function",Algorithms
3396,Valid Word,valid-word,Easy,50.86,False,String,Algorithms
3384,Minimum Number of Operations to Make Word K-Periodic,minimum-number-of-operations-to-make-word-k-periodic,Medium,60.64,False,"Hash Table,String,Counting",Algorithms
3395,Minimum Length of Anagram Concatenation,minimum-length-of-anagram-concatenation,Medium,39.84,False,"Hash Table,String,Counting",Algorithms
3402,Minimum Cost to Equalize Array,minimum-cost-to-equalize-array,Hard,18.66,False,"Array,Greedy,Enumeration",Algorithms
3448,Consecutive Available Seats II,consecutive-available-seats-ii,Medium,55.27,True,Database,Database
3449,Maximum Hamming Distances,maximum-hamming-distances,Hard,49.1,True,"Array,Bit Manipulation,Breadth-First Search",Algorithms
3415,Check if Grid Satisfies Conditions,check-if-grid-satisfies-conditions,Easy,44.96,False,"Array,Matrix",Algorithms
3419,Maximum Points Inside the Square,maximum-points-inside-the-square,Medium,39.14,False,"Array,Hash Table,String,Binary Search,Sorting",Algorithms
3403,Minimum Substring Partition of Equal Character Frequency,minimum-substring-partition-of-equal-character-frequency,Medium,39.97,False,"Hash Table,String,Dynamic Programming,Counting",Algorithms
3411,Find Products of Elements of Big Array,find-products-of-elements-of-big-array,Hard,24.25,False,"Array,Binary Search,Bit Manipulation",Algorithms
3412,Permutation Difference between Two Strings,permutation-difference-between-two-strings,Easy,87.72,False,"Hash Table,String",Algorithms
3383,Taking Maximum Energy From the Mystic Dungeon,taking-maximum-energy-from-the-mystic-dungeon,Medium,60.97,False,"Array,Prefix Sum",Algorithms
3391,Maximum Difference Score in a Grid,maximum-difference-score-in-a-grid,Medium,47.67,False,"Array,Dynamic Programming,Matrix",Algorithms
3431,Find the Minimum Cost Array Permutation,find-the-minimum-cost-array-permutation,Hard,25.28,False,"Array,Dynamic Programming,Bit Manipulation,Bitmask",Algorithms
3457,Invalid Tweets II,invalid-tweets-ii,Easy,84.75,True,Database,Database
3429,Special Array I,special-array-i,Easy,81.63,False,Array,Algorithms
3427,Special Array II,special-array-ii,Medium,45.75,False,"Array,Binary Search,Prefix Sum",Algorithms
3416,Sum of Digit Differences of All Pairs,sum-of-digit-differences-of-all-pairs,Medium,42.99,False,"Array,Hash Table,Math,Counting",Algorithms
3414,Find Number of Ways to Reach the K-th Stair,find-number-of-ways-to-reach-the-k-th-stair,Hard,37.42,False,"Math,Dynamic Programming,Bit Manipulation,Memoization,Combinatorics",Algorithms
3458,Maximum Number of Upgradable Servers,maximum-number-of-upgradable-servers,Medium,43.1,True,"Array,Math,Binary Search",Algorithms
3465,Employee Task Duration and Concurrent Tasks,employee-task-duration-and-concurrent-tasks,Hard,38.25,True,Database,Database
3467,Find the Level of Tree with Minimum Sum,find-the-level-of-tree-with-minimum-sum,Medium,69.5,True,"Tree,Depth-First Search,Breadth-First Search,Binary Tree",Algorithms
3428,Find the XOR of Numbers Which Appear Twice,find-the-xor-of-numbers-which-appear-twice,Easy,78.71,False,"Array,Hash Table,Bit Manipulation",Algorithms
3420,Find Occurrences of an Element in an Array,find-occurrences-of-an-element-in-an-array,Medium,73.23,False,"Array,Hash Table",Algorithms
3434,Find the Number of Distinct Colors Among the Balls,find-the-number-of-distinct-colors-among-the-balls,Medium,54.16,False,"Array,Hash Table,Simulation",Algorithms
3435,Block Placement Queries,block-placement-queries,Hard,18.35,False,"Array,Binary Search,Binary Indexed Tree,Segment Tree",Algorithms
3446,Find the Number of Good Pairs I,find-the-number-of-good-pairs-i,Easy,86.32,False,"Array,Hash Table",Algorithms
3451,String Compression III,string-compression-iii,Medium,67.01,False,String,Algorithms
3444,Find the Number of Good Pairs II,find-the-number-of-good-pairs-ii,Medium,26.59,False,"Array,Hash Table",Algorithms
3423,Maximum Sum of Subsequence With Non-adjacent Elements,maximum-sum-of-subsequence-with-non-adjacent-elements,Hard,15.38,False,"Array,Divide and Conquer,Dynamic Programming,Segment Tree",Algorithms
3473,Calculate Parking Fees and Duration,calculate-parking-fees-and-duration,Medium,52.77,True,Database,Database
3474,Better Compression of String,better-compression-of-string,Medium,75.27,True,"Hash Table,String,Sorting,Counting",Algorithms
3426,Minimum Number of Chairs in a Waiting Room,minimum-number-of-chairs-in-a-waiting-room,Easy,79.15,False,"String,Simulation",Algorithms
3430,Count Days Without Meetings,count-days-without-meetings,Medium,48.07,False,"Array,Sorting",Algorithms
3445,Lexicographically Minimum String After Removing Stars,lexicographically-minimum-string-after-removing-stars,Medium,50.99,False,"Hash Table,String,Stack,Greedy,Heap (Priority Queue)",Algorithms
3436,Find Subarray With Bitwise OR Closest to K,find-subarray-with-bitwise-or-closest-to-k,Hard,30.76,False,"Array,Binary Search,Bit Manipulation,Segment Tree",Algorithms
3481,Second Day Verification,second-day-verification,Easy,66.53,True,Database,Database
3472,Bitwise OR of Adjacent Elements,bitwise-or-of-adjacent-elements,Easy,94.72,True,"Array,Bit Manipulation",Algorithms
3447,Clear Digits,clear-digits,Easy,82.66,False,"String,Stack,Simulation",Algorithms
3413,Find The First Player to win K Games in a Row,find-the-first-player-to-win-k-games-in-a-row,Medium,40.03,False,"Array,Simulation",Algorithms
3456,Find the Maximum Length of a Good Subsequence I,find-the-maximum-length-of-a-good-subsequence-i,Medium,32.48,False,"Array,Hash Table,Dynamic Programming",Algorithms
3452,Find the Maximum Length of a Good Subsequence II,find-the-maximum-length-of-a-good-subsequence-ii,Hard,25.1,False,"Array,Hash Table,Dynamic Programming",Algorithms
3450,Find the Child Who Has the Ball After K Seconds,find-the-child-who-has-the-ball-after-k-seconds,Easy,62.03,False,"Math,Simulation",Algorithms
3422,Find the N-th Value After K Seconds,find-the-n-th-value-after-k-seconds,Medium,53.8,False,"Array,Math,Simulation,Combinatorics,Prefix Sum",Algorithms
3442,Maximum Total Reward Using Operations I,maximum-total-reward-using-operations-i,Medium,30.69,False,"Array,Dynamic Programming",Algorithms
3443,Maximum Total Reward Using Operations II,maximum-total-reward-using-operations-ii,Hard,21.77,False,"Array,Dynamic Programming,Bit Manipulation",Algorithms
3488,Find Top Scoring Students,find-top-scoring-students,Medium,49.28,True,Database,Database
3489,The Number of Ways to Make the Sum,the-number-of-ways-to-make-the-sum,Medium,51.27,True,"Array,Dynamic Programming",Algorithms
3421,Count Pairs That Form a Complete Day I,count-pairs-that-form-a-complete-day-i,Easy,78.01,False,"Array,Hash Table,Counting",Algorithms
3418,Count Pairs That Form a Complete Day II,count-pairs-that-form-a-complete-day-ii,Medium,43.6,False,"Array,Hash Table,Counting",Algorithms
3437,Maximum Total Damage With Spell Casting,maximum-total-damage-with-spell-casting,Medium,45.04,False,"Array,Hash Table,Two Pointers,Binary Search,Dynamic Programming,Sorting,Counting",Algorithms
3438,Peaks in Array,peaks-in-array,Hard,27.08,False,"Array,Binary Indexed Tree,Segment Tree",Algorithms
3503,Find Top Scoring Students II,find-top-scoring-students-ii,Hard,39.33,True,Database,Database
3504,Minimum Moves to Get a Peaceful Board,minimum-moves-to-get-a-peaceful-board,Medium,75.89,True,"Array,Greedy,Sorting,Counting Sort",Algorithms
3476,Find Minimum Operations to Make All Elements Divisible by Three,find-minimum-operations-to-make-all-elements-divisible-by-three,Easy,90.91,False,"Array,Math",Algorithms
3475,Minimum Operations to Make Binary Array Elements Equal to One I,minimum-operations-to-make-binary-array-elements-equal-to-one-i,Medium,80.42,False,"Array,Bit Manipulation,Queue,Sliding Window,Prefix Sum",Algorithms
3477,Minimum Operations to Make Binary Array Elements Equal to One II,minimum-operations-to-make-binary-array-elements-equal-to-one-ii,Medium,65.0,False,"Array,Dynamic Programming,Greedy",Algorithms
3460,Count the Number of Inversions,count-the-number-of-inversions,Hard,29.65,False,"Array,Dynamic Programming",Algorithms
3471,Minimum Average of Smallest and Largest Elements,minimum-average-of-smallest-and-largest-elements,Easy,85.26,False,"Array,Two Pointers,Sorting",Algorithms
3461,Find the Minimum Area to Cover All Ones I,find-the-minimum-area-to-cover-all-ones-i,Medium,78.15,False,"Array,Matrix",Algorithms
3464,Maximize Total Cost of Alternating Subarrays,maximize-total-cost-of-alternating-subarrays,Medium,29.51,False,"Array,Dynamic Programming",Algorithms
3459,Find the Minimum Area to Cover All Ones II,find-the-minimum-area-to-cover-all-ones-ii,Hard,63.55,False,"Array,Matrix,Enumeration",Algorithms
3505,Find Cities in Each State,find-cities-in-each-state,Easy,79.63,True,Database,Database
3506,Count Triplets with Even XOR Set Bits I,count-triplets-with-even-xor-set-bits-i,Easy,82.91,True,"Array,Bit Manipulation",Algorithms
3469,Maximum Height of a Triangle,maximum-height-of-a-triangle,Easy,44.15,False,"Array,Enumeration",Algorithms
3490,Find the Maximum Length of Valid Subsequence I,find-the-maximum-length-of-valid-subsequence-i,Medium,54.89,False,"Array,Dynamic Programming",Algorithms
3491,Find the Maximum Length of Valid Subsequence II,find-the-maximum-length-of-valid-subsequence-ii,Medium,57.24,False,"Array,Dynamic Programming",Algorithms
3439,Find Minimum Diameter After Merging Two Trees,find-minimum-diameter-after-merging-two-trees,Hard,57.12,False,"Tree,Depth-First Search,Breadth-First Search,Graph Theory",Algorithms
3512,Bitwise User Permissions Analysis,bitwise-user-permissions-analysis,Medium,93.36,True,Database,Database
3513,Maximum Array Hopping Score I,maximum-array-hopping-score-i,Medium,76.52,True,"Array,Dynamic Programming,Stack,Greedy,Monotonic Stack",Algorithms
3463,Alternating Groups I,alternating-groups-i,Easy,68.78,False,"Array,Sliding Window",Algorithms
3264,Maximum Points After Enemy Battles,maximum-points-after-enemy-battles,Medium,33.15,False,"Array,Greedy",Algorithms
3483,Alternating Groups II,alternating-groups-ii,Medium,59.89,False,"Array,Sliding Window",Algorithms
3466,Number of Subarrays With AND Value of K,number-of-subarrays-with-and-value-of-k,Hard,34.99,False,"Array,Binary Search,Bit Manipulation,Segment Tree",Algorithms
3468,Find the Encrypted String,find-the-encrypted-string,Easy,68.12,False,String,Algorithms
3453,Generate Binary Strings Without Adjacent Zeros,generate-binary-strings-without-adjacent-zeros,Medium,88.24,False,"String,Backtracking,Bit Manipulation",Algorithms
3492,Count Submatrices With Equal Frequency of X and Y,count-submatrices-with-equal-frequency-of-x-and-y,Medium,51.46,False,"Array,Matrix,Prefix Sum",Algorithms
3482,Construct String with Minimum Cost,construct-string-with-minimum-cost,Hard,18.98,False,"Array,String,Dynamic Programming,Suffix Array",Algorithms
3520,Year on Year Growth Rate,year-on-year-growth-rate,Hard,50.84,True,Database,Database
3521,Count Triplets with Even XOR Set Bits II,count-triplets-with-even-xor-set-bits-ii,Medium,61.18,True,"Array,Bit Manipulation",Algorithms
3484,Lexicographically Smallest String After a Swap,lexicographically-smallest-string-after-a-swap,Easy,54.48,False,"String,Greedy",Algorithms
3501,Delete Nodes From Linked List Present in Array,delete-nodes-from-linked-list-present-in-array,Medium,69.52,False,"Array,Hash Table,Linked List",Algorithms
3494,Minimum Cost for Cutting Cake I,minimum-cost-for-cutting-cake-i,Medium,58.43,False,"Array,Two Pointers,Dynamic Programming,Greedy,Sorting",Algorithms
3500,Minimum Cost for Cutting Cake II,minimum-cost-for-cutting-cake-ii,Hard,55.2,False,"Array,Greedy,Sorting",Algorithms
3530,Odd and Even Transactions,odd-and-even-transactions,Medium,68.21,False,Database,Database
3529,Maximum Array Hopping Score II,maximum-array-hopping-score-ii,Medium,59.51,True,"Array,Stack,Greedy,Monotonic Stack",Algorithms
3511,Find the Winning Player in Coin Game,find-the-winning-player-in-coin-game,Easy,53.05,False,"Math,Simulation,Game Theory",Algorithms
3455,Minimum Length of String After Operations,minimum-length-of-string-after-operations,Medium,75.03,False,"Hash Table,String,Counting",Algorithms
3498,Minimum Array Changes to Make Differences Equal,minimum-array-changes-to-make-differences-equal,Medium,24.27,False,"Array,Hash Table,Prefix Sum",Algorithms
3470,Maximum Score From Grid Operations,maximum-score-from-grid-operations,Hard,27.11,False,"Array,Dynamic Programming,Matrix,Prefix Sum",Algorithms
3508,Number of Bit Changes to Make Two Integers Equal,number-of-bit-changes-to-make-two-integers-equal,Easy,63.33,False,Bit Manipulation,Algorithms
3462,Vowels Game in a String,vowels-game-in-a-string,Medium,77.1,False,"Math,String,Brainteaser,Game Theory",Algorithms
3493,Maximum Number of Operations to Move Ones to the End,maximum-number-of-operations-to-move-ones-to-the-end,Medium,67.14,False,"String,Greedy,Counting",Algorithms
3454,Minimum Operations to Make Array Equal to Target,minimum-operations-to-make-array-equal-to-target,Hard,41.29,False,"Array,Dynamic Programming,Stack,Greedy,Monotonic Stack",Algorithms
3539,Customer Purchasing Behavior Analysis,customer-purchasing-behavior-analysis,Medium,36.45,True,Database,Database
3545,Minimum Number of Increasing Subsequence to Be Removed,minimum-number-of-increasing-subsequence-to-be-removed,Hard,46.27,True,"Array,Binary Search",Algorithms
3515,Find if Digit Game Can Be Won,find-if-digit-game-can-be-won,Easy,81.48,False,"Array,Math",Algorithms
3507,Find the Count of Numbers Which Are Not Special,find-the-count-of-numbers-which-are-not-special,Medium,27.52,False,"Array,Math,Number Theory",Algorithms
3479,Count the Number of Substrings With Dominant Ones,count-the-number-of-substrings-with-dominant-ones,Medium,42.09,False,"String,Enumeration",Algorithms
3478,Check if the Rectangle Corner Is Reachable,check-if-the-rectangle-corner-is-reachable,Hard,25.34,False,"Array,Math,Depth-First Search,Breadth-First Search,Union-Find,Geometry",Algorithms
3549,CEO Subordinate Hierarchy,ceo-subordinate-hierarchy,Hard,69.06,True,Database,Database
3538,Alt and Tab Simulation,alt-and-tab-simulation,Medium,52.23,True,"Array,Hash Table,Simulation",Algorithms
3519,Find the Number of Winning Players,find-the-number-of-winning-players,Easy,60.36,False,"Array,Hash Table,Counting",Algorithms
3526,Minimum Number of Flips to Make Binary Grid Palindromic I,minimum-number-of-flips-to-make-binary-grid-palindromic-i,Medium,74.8,False,"Array,Two Pointers,Matrix",Algorithms
3524,Minimum Number of Flips to Make Binary Grid Palindromic II,minimum-number-of-flips-to-make-binary-grid-palindromic-ii,Medium,25.42,False,"Array,Two Pointers,Matrix",Algorithms
3532,Time Taken to Mark All Nodes,time-taken-to-mark-all-nodes,Hard,27.44,False,"Dynamic Programming,Tree,Depth-First Search,Graph Theory",Algorithms
3516,Design Neighbor Sum Service,design-neighbor-sum-service,Easy,76.38,False,"Array,Hash Table,Design,Matrix,Simulation",Algorithms
3517,Shortest Distance After Road Addition Queries I,shortest-distance-after-road-addition-queries-i,Medium,61.86,False,"Array,Breadth-First Search,Graph Theory",Algorithms
3514,Shortest Distance After Road Addition Queries II,shortest-distance-after-road-addition-queries-ii,Hard,26.44,False,"Array,Greedy,Graph Theory,Ordered Set",Algorithms
3527,Alternating Groups III,alternating-groups-iii,Hard,18.64,False,"Array,Binary Indexed Tree,Ordered Set",Algorithms
3554,Premier League Table Ranking,premier-league-table-ranking,Easy,78.7,True,Database,Database
3537,Number of Subsequences with Odd Sum,number-of-subsequences-with-odd-sum,Medium,47.28,True,"Array,Math,Dynamic Programming,Combinatorics",Algorithms
3533,Snake in Matrix,snake-in-matrix,Easy,82.34,False,"Array,String,Simulation",Algorithms
3486,Count the Number of Good Nodes,count-the-number-of-good-nodes,Medium,55.28,False,"Tree,Depth-First Search",Algorithms
3535,Find the Count of Monotonic Pairs I,find-the-count-of-monotonic-pairs-i,Hard,47.49,False,"Array,Math,Dynamic Programming,Combinatorics,Prefix Sum",Algorithms
3536,Find the Count of Monotonic Pairs II,find-the-count-of-monotonic-pairs-ii,Hard,24.52,False,"Array,Math,Dynamic Programming,Combinatorics,Prefix Sum",Algorithms
3564,Premier League Table Ranking II,premier-league-table-ranking-ii,Medium,55.37,True,Database,Database
3480,Construct String with Minimum Cost (Easy),construct-string-with-minimum-cost-easy,Medium,58.86,True,,Algorithms
3522,Find the Power of K-Size Subarrays I,find-the-power-of-k-size-subarrays-i,Medium,62.15,False,"Array,Sliding Window",Algorithms
3523,Find the Power of K-Size Subarrays II,find-the-power-of-k-size-subarrays-ii,Medium,31.4,False,"Array,Sliding Window",Algorithms
3550,Maximum Value Sum by Placing Three Rooks I,maximum-value-sum-by-placing-three-rooks-i,Hard,16.37,False,"Array,Dynamic Programming,Matrix,Enumeration",Algorithms
3542,Maximum Value Sum by Placing Three Rooks II,maximum-value-sum-by-placing-three-rooks-ii,Hard,26.85,False,"Array,Dynamic Programming,Matrix,Enumeration",Algorithms
3543,Count Substrings That Satisfy K-Constraint I,count-substrings-that-satisfy-k-constraint-i,Easy,78.86,False,"String,Sliding Window",Algorithms
3525,Maximum Energy Boost From Two Drinks,maximum-energy-boost-from-two-drinks,Medium,49.96,False,"Array,Dynamic Programming",Algorithms
3552,Find the Largest Palindrome Divisible by K,find-the-largest-palindrome-divisible-by-k,Hard,16.89,False,"Math,String,Dynamic Programming,Greedy,Number Theory",Algorithms
3546,Count Substrings That Satisfy K-Constraint II,count-substrings-that-satisfy-k-constraint-ii,Hard,23.31,False,"Array,String,Binary Search,Sliding Window,Prefix Sum",Algorithms
3574,Find Overlapping Shifts,find-overlapping-shifts,Medium,58.27,True,Database,Database
3577,Convert Doubly Linked List to Array I,convert-doubly-linked-list-to-array-i,Easy,94.89,True,"Array,Linked List,Doubly-Linked List",Algorithms
3555,Final Array State After K Multiplication Operations I,final-array-state-after-k-multiplication-operations-i,Easy,86.95,False,"Array,Math,Heap (Priority Queue),Simulation",Algorithms
3534,Count Almost Equal Pairs I,count-almost-equal-pairs-i,Medium,38.19,False,"Array,Hash Table,Sorting,Counting,Enumeration",Algorithms
3556,Final Array State After K Multiplication Operations II,final-array-state-after-k-multiplication-operations-ii,Hard,13.0,False,"Array,Heap (Priority Queue),Simulation",Algorithms
3544,Count Almost Equal Pairs II,count-almost-equal-pairs-ii,Hard,26.97,False,"Array,Hash Table,Sorting,Counting,Enumeration",Algorithms
3585,Find Overlapping Shifts II,find-overlapping-shifts-ii,Hard,55.46,True,Database,Database
